Start Date,End Date,Campaign Name,Reach,Frequency,Impressions,Clicks,Unique Clicks,Amount Spent (USD),Page Likes,Page Engagement,Post Engagement,Post Likes,Post Comments,Post Shares,Photo Views,Website Clicks,Cost per Page Engagement (USD)
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_362,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_350,108,1.027778,111,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_337,11985,1.003421,12026,64,55,98.85,7,86,79,8,3,6,28,34,1.149419
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_343,1354,1.003693,1359,1,1,1.99,0,1,1,0,0,0,0,1,1.99
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_347,3636,1.007151,3662,3,3,5.35,0,4,4,0,0,0,4,0,1.3375
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_344,1868,1.004283,1876,3,3,4.55,1,3,2,0,0,0,0,2,1.516667
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_313,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_439,249,1,249,2,1,0.63,0,1,1,0,0,0,0,1,0.63
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_431,983,1.003052,986,8,7,2.98,3,7,4,3,0,1,0,0,0.425714
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_482,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_495,19,1,19,2,2,0.69,0,3,3,3,0,0,0,0,0.23
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_476,111,1,111,1,1,0.45,0,1,1,0,0,0,1,0,0.45
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_490,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_370,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_342,2391,1.003764,2400,8,7,13.49,0,8,8,0,0,0,1,7,1.68625
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_316,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_321,13496,1.01519,13701,84,73,122.91,10,114,104,14,1,3,61,25,1.078158
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_320,11653,1,11653,81,66,107.4,10,112,102,13,3,8,47,31,0.958929
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_335,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_365,47,1,47,0,0,0,0,0,0,0,0,0,0,0,0
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_340,2151,1.003719,2159,7,6,11.68,2,9,7,0,0,0,3,4,1.297778
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_341,4213,1.002611,4224,10,10,16.73,0,12,12,1,0,0,6,5,1.394167
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_319,32,1,32,1,1,0.27,0,1,1,0,0,0,0,1,0.27
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_339,14119,1.027693,14510,26,24,40.38,1,31,30,1,0,1,16,12,1.302581
9/19/13,9/19/13,Simple_Multi_Fill_Campaign_1_349,109,1,109,1,1,1.98,0,1,1,0,0,0,0,1,1.98
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_347,5663,1.019424,5773,7,7,12.83,1,10,9,0,0,0,5,4,1.283
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_363,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_269,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_307,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_301,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_300,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_280,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_270,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_272,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_341,6864,1.002331,6880,16,10,26.08,1,16,15,1,0,0,2,12,1.63
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_321,12641,1.001819,12664,69,47,96.6,8,93,85,14,1,4,44,22,1.03871
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_330,12661,1.036806,13127,39,24,62.82,1,71,70,2,0,0,56,12,0.884789
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_310,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_304,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_278,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_263,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_226,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_257,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_254,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_261,19,1,19,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_221,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_282,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_277,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_279,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_286,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_285,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_212,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_284,17,1,17,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_281,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_332,2509,1.031088,2587,9,4,13.01,0,18,18,0,0,0,14,4,0.722778
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_319,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_336,6760,1,6760,53,35,76.59,3,57,54,2,0,2,14,36,1.343684
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_334,72,1.013889,73,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_362,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_361,85,1,85,1,1,0.4,0,2,2,1,0,1,0,0,0.2
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_326,332,1.006024,334,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_316,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_320,7993,1.01101,8081,67,36,86.98,10,93,83,12,1,8,36,26,0.935269
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_349,266,1.011278,269,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_340,5116,1,5116,21,14,35.83,2,22,20,2,0,0,2,16,1.628636
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_348,23,1.043478,24,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_346,1525,1.012459,1544,4,2,7.76,1,3,2,0,0,0,0,2,2.586667
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_338,4927,1.004059,4947,26,20,36.71,4,28,24,0,1,0,7,16,1.311071
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_350,51,1.039216,53,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_328,11161,1.023833,11427,28,16,49.22,4,51,47,3,0,0,34,10,0.965098
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_370,19,1.052632,20,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_351,5449,1.018536,5550,12,5,20,0,28,28,0,0,0,27,1,0.714286
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_343,626,1.003195,628,1,1,1.89,0,1,1,0,0,0,0,1,1.89
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_335,138,1.014493,140,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_339,16746,1.009017,16897,44,31,75.62,5,54,49,0,0,0,31,18,1.40037
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_365,106,1,106,1,1,0.42,0,2,2,0,0,0,2,0,0.21
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_337,10586,1.003968,10628,51,39,76.63,6,61,55,3,0,4,19,29,1.25623
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_327,4452,1.001797,4460,7,4,11,0,11,11,1,0,0,9,1,1
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_322,6423,1.00685,6467,26,19,38.63,0,43,43,7,0,1,28,7,0.898372
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_357,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_342,5473,1,5473,11,8,17.73,0,10,10,1,1,0,3,5,1.773
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_345,2850,1.005263,2865,3,1,4.55,1,3,2,0,0,0,1,1,1.516667
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_344,5077,1,5077,13,8,23.2,0,17,17,1,0,1,6,9,1.364706
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_324,10336,1.003967,10377,47,32,79.45,9,71,62,6,1,1,38,16,1.119014
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_371,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_435,317,1.003155,318,8,6,2.95,1,10,9,7,1,0,0,1,0.295
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_476,27,1,27,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_448,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_436,452,1.004425,454,4,4,1.12,0,4,4,2,0,0,2,0,0.28
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_454,33,1,33,1,1,0.39,0,1,1,1,0,0,0,0,0.39
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_450,33,1,33,1,1,0.43,0,1,1,1,0,0,0,0,0.43
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_445,700,1.002857,702,8,8,2.97,0,9,9,2,0,0,6,1,0.33
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_431,195,1,195,11,10,3.94,2,14,12,6,0,1,4,1,0.281429
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_460,570,1.003509,572,5,2,2.07,1,7,6,1,0,1,4,0,0.295714
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_457,51,1.019608,52,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_443,351,1.002849,352,7,3,2.69,0,6,6,2,0,0,2,2,0.448333
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_432,63,1,63,1,1,0.3,0,1,1,1,0,0,0,0,0.3
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_390,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_490,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_461,10,1.1,11,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_468,61,1,61,1,1,0.39,0,1,1,0,0,0,0,1,0.39
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_464,32,1.0625,34,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_472,50,1,50,1,1,0.37,0,1,1,1,0,0,0,0,0.37
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_501,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_494,34,1,34,2,0,0.7,0,2,2,1,0,0,0,1,0.35
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_455,31,1,31,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_478,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_444,38,1,38,1,1,0.38,0,1,1,1,0,0,0,0,0.38
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_462,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_442,848,1,848,14,11,5.62,1,19,18,3,0,1,14,0,0.295789
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_500,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_466,20,1,20,1,1,0.25,0,1,1,1,0,0,0,0,0.25
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_502,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_471,161,1.018634,164,1,1,0.45,0,2,2,0,0,0,2,0,0.225
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_458,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_552,41,1.02439,42,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_560,213,1.004695,214,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_543,169,1,169,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_548,143,1,143,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_554,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_556,655,1.032061,676,2,1,1.65,0,1,1,0,0,0,0,1,1.65
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_564,42,1,42,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_518,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_551,180,1.005556,181,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_550,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_546,27,1,27,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_559,197,1,197,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_544,177,1.00565,178,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_333,6329,1.031917,6531,18,7,29,0,36,36,3,0,0,29,4,0.805556
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_440,1145,1.00262,1148,7,2,2.63,1,7,6,2,0,1,0,3,0.375714
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_474,23,1,23,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_495,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_438,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_549,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_555,706,1.011331,714,2,2,3.45,1,2,1,0,0,0,0,1,1.725
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_545,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_553,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_562,138,1,138,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_547,270,1.018519,275,1,0,1.55,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_561,29,1,29,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_2_563,80,1.0125,81,1,0,1.3,0,1,1,0,0,0,0,1,1.3
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_477,507,1.00789,511,3,2,1.32,1,2,1,1,0,0,0,0,0.66
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_427,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_379,44,1.045455,46,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_373,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_429,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_392,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_416,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_380,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_385,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_407,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_403,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_378,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_384,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_368,170,1,170,2,1,0.73,0,6,6,0,0,0,5,1,0.121667
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_400,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_406,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_418,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_388,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_395,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_376,26,1.076923,28,1,0,0.35,0,2,2,0,0,0,2,0,0.175
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_434,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_396,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_386,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_439,65,1.015385,66,1,1,0.31,0,1,1,1,0,0,0,0,0.31
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_367,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_421,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_391,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_426,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_433,818,1.001222,819,10,7,2.93,1,11,10,4,0,0,2,4,0.266364
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_452,27,1,27,1,1,0.43,0,2,2,0,0,0,2,0,0.215
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_484,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_488,115,1.008696,116,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_430,127,1,127,1,1,0.4,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_486,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_480,44,1,44,1,1,0.45,0,2,2,0,0,0,2,0,0.225
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_482,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_446,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0
9/18/13,9/18/13,Simple_Multi_Fill_Campaign_1_512,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_440,907,1.001103,908,17,11,5.74,1,28,27,5,0,1,16,5,0.205
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_431,1291,1.001549,1293,13,11,5.21,0,16,16,10,0,1,2,3,0.325625
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_455,119,1,119,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_478,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_460,273,1.003663,274,4,4,1.46,0,5,5,1,0,0,4,0,0.292
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_488,79,1,79,3,3,0.82,0,6,6,0,0,0,6,0,0.136667
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_442,1377,1.004357,1383,21,16,7.91,1,28,27,9,0,2,15,1,0.2825
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_477,741,1.004049,744,7,7,2.52,0,4,4,2,0,0,0,2,0.63
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_450,31,1,31,1,1,0.43,0,1,1,1,0,0,0,0,0.43
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_466,93,1,93,2,1,0.56,0,2,2,1,0,1,0,0,0.28
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_486,12,1.083333,13,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_452,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_462,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_464,47,1,47,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_490,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_445,138,1,138,3,2,1.17,1,2,1,0,0,1,0,0,0.585
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_472,227,1.013216,230,1,1,0.29,0,2,2,0,0,0,2,0,0.145
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_471,321,1.012461,325,3,3,1.26,1,4,3,0,0,0,2,1,0.315
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_482,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_458,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_474,31,1,31,1,1,0.45,0,1,1,1,0,0,0,0,0.45
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_468,182,1.021978,186,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_476,123,1.00813,124,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_457,86,1,86,2,2,0.74,0,2,2,2,0,0,0,0,0.37
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_484,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_461,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_494,52,1.019231,53,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_495,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_480,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9/17/13,9/17/13,Simple_Multi_Fill_Campaign_1_454,29,1,29,0,0,0,0,0,0,0,0,0,0,0,0
